,StudentID,Year,Semester,Course_Code,Grade
11,9,2010,Spring,EDCT-GE 2520,A
12,9,2010,Fall,EDCT-GE 2031,A
13,9,2010,Fall,EDCT-GE 2095,A-
14,9,2010,Fall,EDCT-GE 2350,A-
15,9,2010,Fall,EDCT-GE 2505,A
0,10,2010,Fall,EDCT-GE 2015,B-
1,10,2010,Fall,EDCT-GE 2076,B-
2,10,2010,Fall,EDCT-GE 2175,A-
3,10,2010,Fall,EDCT-GE 2350,D+
4,10,2011,Spring,EDCT-GE 2018,C+
5,10,2011,Spring,EDCT-GE 2040,B
6,10,2011,Spring,EDCT-GE 2200,B-
7,10,2011,Spring,EDCT-GE 2252,C+
8,10,2011,Fall,EDCT-GE 2031,B-
9,10,2011,Fall,EDCT-GE 2260,C
10,10,2011,Fall,EDCT-GE 2300,A
11,10,2011,Fall,EDCT-GE 2510,C-
12,10,2012,Spring,EDCT-GE 2116,B-
13,10,2012,Spring,EDCT-GE 2159,A-
14,10,2012,Spring,EDCT-GE 2197,B-
15,10,2012,Spring,EDCT-GE 2520,C+
16,10,2012,Fall,EDCT-GE 2174,B+
17,10,2012,Fall,EDCT-GE 2251,B+
18,10,2012,Fall,EDCT-GE 2505,C+
19,10,2013,Spring,EDCT-GE 2158,A-
20,10,2013,Spring,EDCT-GE 2500,B
21,10,2013,Fall,EDCT-GE 2095,B
22,10,2014,Spring,EDCT-GE 2095,B-
0,11,2011,Spring,EDCT-GE 2200,B+
1,11,2011,Spring,EDCT-GE 2252,A-
2,11,2011,Spring,EDCT-GE 2500,C+
3,11,2011,Spring,EDCT-GE 2520,A-
4,11,2011,Fall,EDCT-GE 2300,A
5,11,2011,Fall,EDCT-GE 2505,B+
6,11,2011,Fall,EDCT-GE 2510,A-
7,11,2012,Spring,EDCT-GE 2015,A
8,11,2012,Spring,EDCT-GE 2158,A-
9,11,2012,Spring,EDCT-GE 2174,A
10,11,2012,Fall,EDCT-GE 2018,C+
11,11,2012,Fall,EDCT-GE 2031,A-
12,11,2012,Fall,EDCT-GE 2076,B+
13,11,2012,Fall,EDCT-GE 2260,B-
14,11,2013,Spring,EDCT-GE 2040,B+
15,11,2013,Spring,EDCT-GE 2095,B+
16,11,2013,Spring,EDCT-GE 2116,B-
17,11,2013,Spring,EDCT-GE 2159,B
18,11,2013,Fall,EDCT-GE 2175,A
19,11,2013,Fall,EDCT-GE 2197,A-
20,11,2013,Fall,EDCT-GE 2251,B+
21,11,2013,Fall,EDCT-GE 2350,B
22,11,2014,Spring,EDCT-GE 2095,B-
0,12,2012,Fall,EDCT-GE 2015,C
1,12,2012,Fall,EDCT-GE 2018,A-
2,12,2012,Fall,EDCT-GE 2174,A
3,12,2012,Fall,EDCT-GE 2175,A
4,12,2013,Spring,EDCT-GE 2040,B+
5,12,2013,Spring,EDCT-GE 2116,A
6,12,2013,Spring,EDCT-GE 2158,B-
7,12,2013,Spring,EDCT-GE 2197,A-
8,12,2013,Spring,EDCT-GE 2252,A
9,12,2013,Fall,EDCT-GE 2076,A-
10,12,2013,Fall,EDCT-GE 2095,B+
11,12,2013,Fall,EDCT-GE 2300,A-
12,12,2013,Fall,EDCT-GE 2510,A
13,12,2014,Spring,EDCT-GE 2095,A
14,12,2014,Spring,EDCT-GE 2159,B+
15,12,2014,Spring,EDCT-GE 2200,C
16,12,2014,Spring,EDCT-GE 2500,A-
0,13,2013,Fall,EDCT-GE 2015,A-
1,13,2013,Fall,EDCT-GE 2018,C+
2,13,2013,Fall,EDCT-GE 2174,A-
3,13,2013,Fall,EDCT-GE 2510,C-
4,13,2014,Spring,EDCT-GE 2040,C
5,13,2014,Spring,EDCT-GE 2200,A-
6,13,2014,Spring,EDCT-GE 2500,B+
7,13,2014,Spring,EDCT-GE 2520,C+
8,13,2014,Fall,EDCT-GE 2076,C+
9,13,2014,Fall,EDCT-GE 2197,A-
10,13,2014,Fall,EDCT-GE 2251,A
11,13,2014,Fall,EDCT-GE 2350,A-
12,13,2015,Spring,EDCT-GE 2116,B
13,13,2015,Spring,EDCT-GE 2158,B+
14,13,2015,Spring,EDCT-GE 2159,B+
15,13,2015,Spring,EDCT-GE 2252,B+
16,13,2015,Fall,EDCT-GE 2031,A-
17,13,2015,Fall,EDCT-GE 2300,B+
18,13,2015,Fall,EDCT-GE 2505,B+
19,13,2016,Spring,EDCT-GE 2095,B
20,13,2016,Fall,EDCT-GE 2175,B
21,13,2016,Fall,EDCT-GE 2260,B+
22,13,2017,Spring,EDCT-GE 2095,A-
0,14,2014,Spring,EDCT-GE 2015,A
1,14,2014,Spring,EDCT-GE 2158,B+
2,14,2014,Spring,EDCT-GE 2174,B-
3,14,2014,Spring,EDCT-GE 2520,A-
4,14,2014,Fall,EDCT-GE 2018,B+
5,14,2014,Fall,EDCT-GE 2175,A
6,14,2014,Fall,EDCT-GE 2251,B+
7,14,2014,Fall,EDCT-GE 2510,A
8,14,2015,Spring,EDCT-GE 2095,A-
9,14,2015,Spring,EDCT-GE 2200,A-
10,14,2015,Fall,EDCT-GE 2031,C+
11,14,2015,Fall,EDCT-GE 2095,B-
12,14,2015,Fall,EDCT-GE 2260,A-
13,14,2015,Fall,EDCT-GE 2505,B-
0,15,2015,Fall,EDCT-GE 2018,A-
1,15,2015,Fall,EDCT-GE 2031,B+
2,15,2015,Fall,EDCT-GE 2076,A-
3,15,2015,Fall,EDCT-GE 2197,B
4,15,2016,Spring,EDCT-GE 2015,B-
5,15,2016,Spring,EDCT-GE 2158,C
6,15,2016,Spring,EDCT-GE 2174,B
7,15,2016,Spring,EDCT-GE 2200,A
8,15,2016,Fall,EDCT-GE 2175,B-
9,15,2016,Fall,EDCT-GE 2251,B+
10,15,2016,Fall,EDCT-GE 2260,B+
11,15,2016,Fall,EDCT-GE 2300,B-
12,15,2017,Spring,EDCT-GE 2095,A-
13,15,2017,Spring,EDCT-GE 2116,B+
14,15,2017,Spring,EDCT-GE 2159,B
15,15,2017,Fall,EDCT-GE 2095,B+
16,15,2017,Fall,EDCT-GE 2350,A-
17,15,2017,Fall,EDCT-GE 2505,A
18,15,2017,Fall,EDCT-GE 2510,B+
0,16,2016,Spring,EDCT-GE 2018,B
1,16,2016,Spring,EDCT-GE 2197,A
2,16,2016,Spring,EDCT-GE 2520,B
3,16,2016,Fall,EDCT-GE 2015,B+
4,16,2016,Fall,EDCT-GE 2251,B+
5,16,2016,Fall,EDCT-GE 2300,B+
6,16,2017,Spring,EDCT-GE 2116,B+
7,16,2017,Spring,EDCT-GE 2158,C+
8,16,2017,Spring,EDCT-GE 2174,A-
9,16,2017,Spring,EDCT-GE 2200,B-
10,16,2017,Fall,EDCT-GE 2260,B+
11,16,2017,Fall,EDCT-GE 2350,B-
12,16,2017,Fall,EDCT-GE 2510,A-
13,16,2018,Spring,EDCT-GE 2040,B
14,16,2018,Spring,EDCT-GE 2095,B+
15,16,2018,Spring,EDCT-GE 2159,B+
16,16,2018,Spring,EDCT-GE 2500,A-
17,16,2018,Fall,EDCT-GE 2031,B+
18,16,2018,Fall,EDCT-GE 2076,B+
19,16,2018,Fall,EDCT-GE 2175,B-
20,16,2018,Fall,EDCT-GE 2505,A
21,16,2019,Spring,EDCT-GE 2095,A
22,16,2019,Spring,EDCT-GE 2252,A
0,17,2017,Fall,EDCT-GE 2015,B-
1,17,2017,Fall,EDCT-GE 2175,B
2,17,2017,Fall,EDCT-GE 2197,A-
3,17,2017,Fall,EDCT-GE 2251,B+
4,17,2018,Spring,EDCT-GE 2174,B
5,17,2018,Spring,EDCT-GE 2200,C+
6,17,2018,Spring,EDCT-GE 2500,C
7,17,2018,Spring,EDCT-GE 2520,B
8,17,2018,Fall,EDCT-GE 2031,C
9,17,2018,Fall,EDCT-GE 2095,B-
10,17,2018,Fall,EDCT-GE 2300,C
11,17,2018,Fall,EDCT-GE 2350,B+
12,17,2019,Spring,EDCT-GE 2040,B-
13,17,2019,Spring,EDCT-GE 2116,B-
14,17,2019,Spring,EDCT-GE 2159,C+
15,17,2019,Spring,EDCT-GE 2252,B+
16,17,2019,Fall,EDCT-GE 2018,C+
17,17,2019,Fall,EDCT-GE 2095,B-
18,17,2019,Fall,EDCT-GE 2505,B-
19,17,2019,Fall,EDCT-GE 2510,B
0,18,2000,Fall,EDCT-GE 2015,B
1,18,2000,Fall,EDCT-GE 2174,B-
2,18,2000,Fall,EDCT-GE 2175,B-
3,18,2000,Fall,EDCT-GE 2197,B
4,18,2001,Spring,EDCT-GE 2116,B+
5,18,2001,Spring,EDCT-GE 2158,B-
6,18,2001,Spring,EDCT-GE 2252,C+
7,18,2001,Spring,EDCT-GE 2520,B-
8,18,2001,Fall,EDCT-GE 2018,A-
9,18,2001,Fall,EDCT-GE 2095,C+
10,18,2001,Fall,EDCT-GE 2251,D+
11,18,2001,Fall,EDCT-GE 2505,B-
12,18,2002,Spring,EDCT-GE 2095,B+
13,18,2002,Spring,EDCT-GE 2200,B-
14,18,2002,Spring,EDCT-GE 2500,C
0,19,2001,Fall,EDCT-GE 2015,D+
1,19,2001,Fall,EDCT-GE 2076,C
2,19,2002,Spring,EDCT-GE 2018,D
3,19,2002,Spring,EDCT-GE 2158,D+
4,19,2002,Spring,EDCT-GE 2159,B-
5,19,2002,Spring,EDCT-GE 2174,C-
6,19,2002,Fall,EDCT-GE 2031,D
7,19,2002,Fall,EDCT-GE 2197,B-
8,19,2002,Fall,EDCT-GE 2251,D+
9,19,2002,Fall,EDCT-GE 2510,D
10,19,2003,Spring,EDCT-GE 2095,B-
11,19,2003,Spring,EDCT-GE 2252,B-
12,19,2003,Fall,EDCT-GE 2175,C-
13,19,2003,Fall,EDCT-GE 2300,C
14,19,2003,Fall,EDCT-GE 2350,C
15,19,2003,Fall,EDCT-GE 2505,D+
16,19,2004,Spring,EDCT-GE 2040,D
17,19,2004,Spring,EDCT-GE 2095,D
18,19,2004,Spring,EDCT-GE 2116,D
19,19,2004,Spring,EDCT-GE 2500,D
0,20,2002,Fall,EDCT-GE 2015,C+
1,20,2002,Fall,EDCT-GE 2174,B-
2,20,2002,Fall,EDCT-GE 2251,B
3,20,2002,Fall,EDCT-GE 2505,B-
4,20,2003,Spring,EDCT-GE 2116,B
5,20,2003,Spring,EDCT-GE 2158,B-
6,20,2003,Spring,EDCT-GE 2252,C+
7,20,2003,Spring,EDCT-GE 2520,B-
8,20,2003,Fall,EDCT-GE 2018,D+
9,20,2003,Fall,EDCT-GE 2197,A-
10,20,2003,Fall,EDCT-GE 2260,B
11,20,2003,Fall,EDCT-GE 2510,C+
12,20,2004,Spring,EDCT-GE 2095,C+
13,20,2004,Spring,EDCT-GE 2159,B+
14,20,2004,Spring,EDCT-GE 2500,B-
15,20,2004,Fall,EDCT-GE 2031,B
16,20,2004,Fall,EDCT-GE 2076,B-
17,20,2004,Fall,EDCT-GE 2175,B+
18,20,2004,Fall,EDCT-GE 2300,B
19,20,2005,Spring,EDCT-GE 2040,B-
20,20,2005,Spring,EDCT-GE 2095,C+
21,20,2005,Spring,EDCT-GE 2200,C+
0,21,2003,Fall,EDCT-GE 2015,C+
1,21,2003,Fall,EDCT-GE 2031,B
2,21,2003,Fall,EDCT-GE 2174,B-
3,21,2003,Fall,EDCT-GE 2260,B+
4,21,2004,Spring,EDCT-GE 2158,B
5,21,2004,Spring,EDCT-GE 2200,B-
6,21,2004,Spring,EDCT-GE 2500,B+
7,21,2004,Fall,EDCT-GE 2018,C-
8,21,2004,Fall,EDCT-GE 2350,B
9,21,2004,Fall,EDCT-GE 2510,C
10,21,2005,Spring,EDCT-GE 2040,C
11,21,2005,Spring,EDCT-GE 2095,C
12,21,2005,Spring,EDCT-GE 2197,A-
13,21,2005,Fall,EDCT-GE 2076,B-
14,21,2005,Fall,EDCT-GE 2175,C
15,21,2005,Fall,EDCT-GE 2300,C+
16,21,2005,Fall,EDCT-GE 2505,C+
17,21,2006,Spring,EDCT-GE 2095,B
18,21,2006,Spring,EDCT-GE 2116,C+
19,21,2006,Spring,EDCT-GE 2252,B-
20,21,2006,Spring,EDCT-GE 2520,B
0,22,2004,Fall,EDCT-GE 2015,A-
1,22,2004,Fall,EDCT-GE 2174,A
2,22,2004,Fall,EDCT-GE 2175,B+
3,22,2005,Spring,EDCT-GE 2116,B-
4,22,2005,Spring,EDCT-GE 2159,B-
5,22,2005,Spring,EDCT-GE 2520,A
6,22,2005,Fall,EDCT-GE 2018,A-
7,22,2005,Fall,EDCT-GE 2076,A
8,22,2005,Fall,EDCT-GE 2095,A-
9,22,2005,Fall,EDCT-GE 2350,B-
10,22,2006,Spring,EDCT-GE 2040,B+
11,22,2006,Spring,EDCT-GE 2252,A
12,22,2006,Spring,EDCT-GE 2500,B+
13,22,2006,Fall,EDCT-GE 2031,A-
14,22,2006,Fall,EDCT-GE 2095,A-
15,22,2006,Fall,EDCT-GE 2260,B+
16,22,2006,Fall,EDCT-GE 2510,A
0,23,2005,Fall,EDCT-GE 2015,A
1,23,2005,Fall,EDCT-GE 2174,C+
2,23,2005,Fall,EDCT-GE 2175,C+
3,23,2005,Fall,EDCT-GE 2300,A
4,23,2006,Spring,EDCT-GE 2018,A
5,23,2006,Spring,EDCT-GE 2158,B-
6,23,2006,Spring,EDCT-GE 2159,A-
7,23,2006,Spring,EDCT-GE 2197,A
8,23,2006,Fall,EDCT-GE 2095,B-
9,23,2006,Fall,EDCT-GE 2251,B-
10,23,2006,Fall,EDCT-GE 2350,A
11,23,2006,Fall,EDCT-GE 2505,B+
12,23,2007,Spring,EDCT-GE 2040,B+
13,23,2007,Spring,EDCT-GE 2095,B
14,23,2007,Spring,EDCT-GE 2200,B+
15,23,2007,Spring,EDCT-GE 2520,A
0,24,2006,Spring,EDCT-GE 2015,B+
1,24,2006,Spring,EDCT-GE 2158,A
2,24,2006,Spring,EDCT-GE 2252,A
3,24,2006,Spring,EDCT-GE 2520,A-
4,24,2006,Fall,EDCT-GE 2174,A-
5,24,2006,Fall,EDCT-GE 2175,B+
6,24,2006,Fall,EDCT-GE 2300,A-
7,24,2007,Spring,EDCT-GE 2018,A
8,24,2007,Spring,EDCT-GE 2095,B-
9,24,2007,Spring,EDCT-GE 2200,A-
10,24,2007,Fall,EDCT-GE 2076,A
11,24,2007,Fall,EDCT-GE 2095,A
12,24,2007,Fall,EDCT-GE 2251,C
0,25,2007,Spring,EDCT-GE 2040,B-
1,25,2007,Spring,EDCT-GE 2158,C
2,25,2007,Spring,EDCT-GE 2200,C-
3,25,2007,Spring,EDCT-GE 2520,B+
4,25,2007,Fall,EDCT-GE 2015,B-
5,25,2007,Fall,EDCT-GE 2076,B+
6,25,2007,Fall,EDCT-GE 2175,B-
7,25,2007,Fall,EDCT-GE 2350,C+
8,25,2008,Spring,EDCT-GE 2159,B-
9,25,2008,Spring,EDCT-GE 2174,B
10,25,2008,Spring,EDCT-GE 2197,C-
11,25,2008,Spring,EDCT-GE 2500,B-
12,25,2008,Fall,EDCT-GE 2018,B-
13,25,2008,Fall,EDCT-GE 2095,B
14,25,2008,Fall,EDCT-GE 2300,A-
15,25,2008,Fall,EDCT-GE 2510,B+
16,25,2009,Spring,EDCT-GE 2095,B-
17,25,2009,Spring,EDCT-GE 2116,B
18,25,2009,Spring,EDCT-GE 2252,A
0,26,2008,Spring,EDCT-GE 2116,A
1,26,2008,Spring,EDCT-GE 2174,A-
2,26,2008,Spring,EDCT-GE 2197,A-
3,26,2008,Fall,EDCT-GE 2350,B+
4,26,2009,Spring,EDCT-GE 2158,A
5,26,2009,Spring,EDCT-GE 2159,B
6,26,2009,Spring,EDCT-GE 2500,C+
7,26,2009,Fall,EDCT-GE 2018,C+
8,26,2009,Fall,EDCT-GE 2031,B
9,26,2010,Spring,EDCT-GE 2015,A
10,26,2010,Spring,EDCT-GE 2040,C+
11,26,2010,Spring,EDCT-GE 2200,A
12,26,2010,Spring,EDCT-GE 2520,B+
13,26,2010,Fall,EDCT-GE 2175,B-
14,26,2010,Fall,EDCT-GE 2251,C+
15,26,2010,Fall,EDCT-GE 2505,A
16,26,2010,Fall,EDCT-GE 2510,B
17,26,2011,Spring,EDCT-GE 2095,A
18,26,2011,Spring,EDCT-GE 2252,C+
19,26,2011,Fall,EDCT-GE 2076,B-
20,26,2011,Fall,EDCT-GE 2095,C+
21,26,2011,Fall,EDCT-GE 2260,B+
22,26,2011,Fall,EDCT-GE 2300,A
0,27,2009,Fall,EDCT-GE 2031,A-
1,27,2009,Fall,EDCT-GE 2174,A
2,27,2009,Fall,EDCT-GE 2175,B+
3,27,2009,Fall,EDCT-GE 2251,B
4,27,2010,Spring,EDCT-GE 2116,B-
5,27,2010,Spring,EDCT-GE 2197,A-
6,27,2010,Spring,EDCT-GE 2252,C+
7,27,2010,Fall,EDCT-GE 2015,B
8,27,2010,Fall,EDCT-GE 2018,A
9,27,2010,Fall,EDCT-GE 2300,A-
10,27,2010,Fall,EDCT-GE 2505,A
11,27,2011,Spring,EDCT-GE 2040,A-
12,27,2011,Spring,EDCT-GE 2158,A
13,27,2011,Spring,EDCT-GE 2200,A-
14,27,2011,Spring,EDCT-GE 2500,A-
15,27,2011,Spring,EDCT-GE 2520,A-
16,27,2011,Fall,EDCT-GE 2095,B
17,27,2011,Fall,EDCT-GE 2350,A-
18,27,2011,Fall,EDCT-GE 2510,A-
19,27,2012,Spring,EDCT-GE 2095,A
20,27,2012,Spring,EDCT-GE 2159,A
0,28,2010,Spring,EDCT-GE 2018,A
1,28,2010,Spring,EDCT-GE 2197,A
2,28,2010,Spring,EDCT-GE 2200,B-
3,28,2010,Fall,EDCT-GE 2031,B-
4,28,2010,Fall,EDCT-GE 2076,B-
5,28,2010,Fall,EDCT-GE 2300,A-
6,28,2010,Fall,EDCT-GE 2350,A-
7,28,2011,Spring,EDCT-GE 2015,B
8,28,2011,Spring,EDCT-GE 2158,A
9,28,2011,Spring,EDCT-GE 2174,A-
10,28,2011,Spring,EDCT-GE 2520,A-
11,28,2011,Fall,EDCT-GE 2175,B+
12,28,2011,Fall,EDCT-GE 2251,A
13,28,2011,Fall,EDCT-GE 2505,B-
14,28,2011,Fall,EDCT-GE 2510,C+
15,28,2012,Spring,EDCT-GE 2095,A-
16,28,2012,Spring,EDCT-GE 2116,A-
17,28,2012,Spring,EDCT-GE 2159,C+
18,28,2012,Spring,EDCT-GE 2252,A
19,28,2012,Fall,EDCT-GE 2095,A-
20,28,2012,Fall,EDCT-GE 2260,A-
0,29,2011,Fall,EDCT-GE 2015,A
1,29,2011,Fall,EDCT-GE 2174,B+
2,29,2011,Fall,EDCT-GE 2175,A-
3,29,2011,Fall,EDCT-GE 2350,B-
4,29,2012,Spring,EDCT-GE 2018,B
5,29,2012,Spring,EDCT-GE 2040,A
6,29,2012,Spring,EDCT-GE 2158,A
7,29,2012,Spring,EDCT-GE 2197,A
8,29,2012,Fall,EDCT-GE 2031,A-
9,29,2012,Fall,EDCT-GE 2076,C+
10,29,2012,Fall,EDCT-GE 2095,A
11,29,2012,Fall,EDCT-GE 2510,B-
12,29,2013,Spring,EDCT-GE 2095,C+
13,29,2013,Spring,EDCT-GE 2116,B+
14,29,2013,Spring,EDCT-GE 2200,B
15,29,2013,Spring,EDCT-GE 2520,A-
